Metric,Naukasana_Stability-l,Santolanasana_Stability-l,Gorakshasana_Stability-l,Trikonasana_Stability-l,Trikonasana_Stability-r,Utkatasana_Stability-l,Tuladandasana_Stability-l,Tuladandasana_Stability-r,Natarajasana_Stability-l,Natarajasana_Stability-r,Garudasana_Stability-l,Garudasana_Stability-r,Natavarasana_Stability-l,Natavarasana_Stability-r,Vrikshasana_Stability-l,Vrikshasana_Stability-r,Pranamasana_Stability-l,Pranamasana_Stability-r,Virabhadrasana_Stability-l,Virabhadrasana_Stability-r,Ardhachakrasana_Stability-l,Tadasana_Stability-l,Katichakrasana_Stability-l,Katichakrasana_Stability-r,Padahastasana_Stability-l,ParivrttaTrikonasana_Stability-l,ParivrttaTrikonasana_Stability-r,TriyakTadasana_Stability-l,TriyakTadasana_Stability-r,Still_Stability-l,simon_mean_2_100,simon_mean_2_-50,simon_mean_2_0,simon_mean_1_0,simon_mean_1_-200,simon_mean_1_200,simon_mean_1_-50,simon_mean_1_-100,simon_mean_1_100,simon_mean_2_200,simon_mean_2_-100,simon_mean_2_50,simon_mean_1_50,simon_mean_2_-200,simon_mean_2_mean,simon_mean_1_mean,simon_mean_mean_mean,iowa_hunch_repeated_1,iowa_hunch_gain_1,iowa_hunch_repeated_2,iowa_hunch_gain_2,iowa_hunch_repeated_3,iowa_hunch_gain_3,iowa_hunch_repeated_4,iowa_hunch_gain_4,iowa_hunch_repeated_top,iowa_hunch_gain_top,iowa_hunch_repeated_bottom,iowa_hunch_gain_bottom,iowa_net_gain,iowa_hunch_gain,dspan_3_digit_min_response_time-forward,dspan_4_digit_min_response_time-forward,dspan_5_digit_min_response_time-forward,dspan_6_digit_min_response_time-forward,dspan_largest_no_of_digits,dspan_7_digit_min_response_time-forward,dspan_8_digit_min_response_time-forward,dspan_9_digit_min_response_time-forward,dspan_10_digit_min_response_time-forward,toh_total_time,toh_total_steps,toh_time_per_step,toh_trial-1_total_steps,toh_trial-1_excess_steps,toh_trial-1_absolute_time,toh_trial-1_perStep_time,toh_trial-2_total_steps,toh_trial-2_excess_steps,toh_trial-2_absolute_time,toh_trial-2_perStep_time,toh_trial-3_total_steps,toh_trial-3_excess_steps,toh_trial-3_absolute_time,toh_trial-3_perStep_time,toh_trial-4_total_steps,toh_trial-4_excess_steps,toh_trial-4_absolute_time,toh_trial-4_perStep_time,toh_trial-5_total_steps,toh_trial-5_excess_steps,toh_trial-5_absolute_time,toh_trial-5_perStep_time,toh_trial-6_total_steps,toh_trial-6_excess_steps,toh_trial-6_absolute_time,toh_trial-6_perStep_time,toh_trial-7_total_steps,toh_trial-7_excess_steps,toh_trial-7_absolute_time,toh_trial-7_perStep_time,toh_trial-8_total_steps,toh_trial-8_excess_steps,toh_trial-8_absolute_time,toh_trial-8_perStep_time,toh_trial-9_total_steps,toh_trial-9_excess_steps,toh_trial-9_absolute_time,toh_trial-9_perStep_time,toh_trial-10_total_steps,toh_trial-10_excess_steps,toh_trial-10_absolute_time,toh_trial-10_perStep_time
Tadasana_Stability-l,0.53900379723707958,0.58528322175451786,0.5296976494881519,0.54653652979468093,0.17466804678849987,-0.17955406948280078,0.21518760900596098,0.21518760900596098,0.093675050182294411,0.059586314642415199,-0.23015750810391675,0.67296742743994431,0.24241808967770634,0.20266087064707386,-0.078515106350266275,-0.00033913253389725672,0.12531139380343129,0.4272666540158106,0.091473201202880355,0.14375084827070173,0.22041913629689278,1.0,0.1107905295065888,0.049638123773424865,0.84818192721252939,0.38264799533951627,-0.24740644204075452,0.3658138434598302,-0.029115438579397895,0.75916283121478101,0.024462745732622675,0.39218676210193587,0.20931210530849095,0.37484604851931097,-0.036106553335094209,-0.013182714828396334,0.45637806394675601,0.10854281453559067,0.33994635179518956,-0.066877111042893608,0.1407889542936942,0.2269830510437372,0.25942194047593542,0.14030303484668571,0.17455904037882436,0.32917433517234385,0.26398230368789061,-0.14191869454501085,-0.16052392600017729,-0.020711066351597415,0.12214094604588503,0.27979432882104405,-0.19135412045059588,0.053965461307292531,0.063318843295731037,-0.20914469041355019,-0.056109269313433359,0.20914469041355019,-0.10630640188416944,-0.08692300714016396,-0.16008141811523829,-0.078282896012683914,-0.10763053768699886,0.097641604109390476,0.036153732759849559,-0.35584064311638691,0.24368017211648305,-0.388993773237784,-0.4708492338743861,-0.21209772067701957,0.22078369366157993,0.28227315791076851,0.12100594248428806,-0.18047236104900424,-0.19472569827463546,-0.12288175726867197,0.070710998161874455,0.17496351199868795,0.14230278751862369,0.13437613200114365,0.096695607708344913,-0.060477024520251318,-0.059512554957996622,0.1219718888207158,0.19127119571367188,0.145929781838089,0.12387790233961368,0.14924975447589181,0.13091884280724303,0.39295390480905984,0.41319420932318496,0.5264088214430912,0.3384082419570289,-0.073877046833419155,-0.18857826628644167,-0.049056072311512794,-0.0083566852147852477,-0.19005072626701025,-0.3509070990883249,0.0094722660406591531,0.4211951293392252,0.5215043056345231,0.50732938463549304,0.22668673657396893,0.1859615220992091,0.46614133186266288,0.52487183930447512,0.38038231329007838,-0.0080089751073061394,-0.040711491050524393,0.036857447605978609,0.07979050478148364,0.6504321175298271
Katichakrasana_Stability-l,-0.097254197377702134,-0.097938268873423648,0.24485178330806084,-0.0011254628382388267,0.21794257464501596,-0.25046917562689902,0.19978701468710922,0.19978701468710922,0.43170846846772848,-0.47794005114944887,0.072033026842530032,0.046196652792611093,-0.085083586155866392,0.50991871532906574,0.021409158912212907,-0.28252334491400782,-0.10288102206768571,-0.058632463031715994,0.18927807417752077,0.083110081106107056,-0.22172851239255589,0.1107905295065888,0.99999999999999978,0.47953588154429383,0.061190439324270207,0.028004781132603181,-0.34319578529393069,0.81668046226721069,-0.13419051710026386,0.045301681894433669,0.092177841492126614,0.13855050806709757,-0.001031217720782598,-0.024944215874776104,0.10148626659911085,0.053730213401620715,-0.13707088586271804,0.039877597355583674,-0.0062864251791484513,0.02592711106745035,0.26239068369887847,0.046654448542514618,0.020657514110062648,-0.032301848448112305,0.1006487137182951,-0.0036264261702279765,0.04909253241104676,0.2318188010859441,0.26434369619335835,-0.029717889822490264,0.065947138452580822,-0.19129599173304238,-0.11478939233446639,-0.25687389932918975,-0.07641139695457945,0.2971740570626924,0.42405853773004726,-0.2971740570626924,-0.1284027935120573,0.1577806670057314,0.023621282436973833,0.035492834289872044,-0.22290025965120927,-0.10136981065213017,0.26395309765870495,-0.092652704008289802,0.017073380200247439,0.10327058965621508,-0.0063672218945857754,0.32535076722662964,0.071158078654944057,-0.10103796631588076,0.2880806774936821,-0.23658462550411574,-0.17338032067496031,-0.079667358252071704,0.33213962119801116,0.17497282462951416,0.21117015311325157,0.19720994803649045,0.53413553190280738,-0.13276842745429401,-0.14773750150655035,-0.054312542295921765,0.1460540834800266,0.047287169919001108,0.034030502120529556,0.088477359839502084,0.36427668775063859,0.18234819058518784,0.092451316074054088,0.15506175871462957,-0.10789014107017517,-0.0024771745581581013,0.12440626696335418,0.0038642569849000391,0.048855953940277051,-0.13168971125364506,-0.19828359851175856,-0.1718123181923088,-0.05907790987179428,-0.037318302765293937,-0.10827692565980873,-0.16562300435383034,-0.21718471279183482,-0.25617530502834751,-0.18640847486511763,-0.15375063430361618,0.24596025511825739,0.34224933220597842,0.51608211715304664,0.28785410321614185,-0.081908498170643898
Katichakrasana_Stability-r,-0.22667429360432462,-0.012406078039118158,0.53110072847106249,-0.049186075237555346,0.12902351198270301,-0.098201052185121276,0.53718968738010187,0.53718968738010187,0.097213730135706791,-0.18133300710209665,-0.062859397250548191,0.10628952541214447,-0.23344464325259059,-0.19627724409653513,-0.088332096439398003,-0.35037753058525489,0.0047111997547437312,0.045481484032710379,-0.040784748350749911,-0.0080910698267522407,-0.14090244699882024,0.049638123773424865,0.47953588154429383,0.99999999999999978,-0.25467033720712989,0.15396920059194397,-0.18040196973071781,0.80276643633577205,-0.26752655981568602,0.30912327036756726,0.14864678919715693,0.12510143161306733,0.01036903718228235,-0.19776613100544654,0.090570768194988868,0.11827341753205116,-0.12984110307899668,-0.15950400348889962,-0.056583968583618,0.084496133362961842,0.15019380745012195,0.092496821625022763,0.13465918871542296,-0.12390590540321521,0.1010197902729543,-0.061581146992843352,0.018282081923882171,-0.27873819364581898,-0.28599283736216707,0.44605970232019021,0.15410799669714112,0.12120158790104392,-0.51137348359773072,0.024530984273101467,-0.10964115069756214,-0.091212805475518688,-0.18565853008287378,0.091212805475518688,-0.4355413113627431,-0.27891393785474738,-0.44246178281948184,0.093757208716422444,0.097945210964331883,-0.0083418560383653941,0.068260441580943201,-0.36367928448410974,0.29807275420642182,0.14433153007449048,0.097504409592748753,0.43657167942528641,-0.097686673017374437,-0.26194115818058,0.18631239786941503,0.1531722219194569,0.17748021284495141,0.22555233977490699,0.027960532992252034,-0.26334229817713617,-0.21215786304712628,-0.1659822997902958,0.6385812021493138,0.068993643718990749,0.055607949091990398,0.15940705722328966,0.23882559830601002,-0.33309005831058841,-0.23056107983569016,-0.29048879151226886,0.39106643294190674,-0.011796027442900269,-0.21630575994156415,-0.011803063563853505,-0.12581510675549157,-0.11946740191475856,-0.04993799694902111,-0.051884621971011735,-0.0046907608994070293,-0.35155122891588469,-0.16069955020734711,-0.1746243210224088,0.47498256275919171,0.056960253506713444,0.065759310061939275,-0.16620959189708401,-0.34022133397875093,-0.043628753135884234,0.019517372305138638,-0.045382061033565915,0.098290202655153286,-0.30298897727472524,-0.26243110750705756,-0.3322405234066001,0.040957177466621926
Padahastasana_Stability-l,0.58733794930325756,0.58726470833421296,0.32178247447067498,0.68418413538495471,0.2629454465251716,-0.18766930341053223,-0.01566430534855201,-0.01566430534855201,0.054502448448211033,-0.15633762976868021,-0.051598636434110251,0.57459076441373802,0.35010645996925094,0.1822343878747392,0.18201580108352969,0.018027436316861319,-0.046708474032458966,0.46695537712791063,0.31793186816257873,-0.014771478334335467,0.18711469953397766,0.84818192721252939,0.061190439324270207,-0.25467033720712989,1.0,0.20764489459929888,0.0036414930525382147,0.1228035034909986,0.053398230163664948,0.93509861725425703,-0.10818614789264112,0.37581283059603943,0.21912862692343912,0.44843505498851854,-0.056054003165164921,0.055317524197668597,0.47722086688585558,0.14851449582342474,0.40914907708764736,-0.027434730995156892,0.056929348727187933,0.15674783516154991,0.24180179404881955,0.10489363060402052,0.10770562522631799,0.39107957422347783,0.26366594705822466,0.047783050781160796,0.038425977929741083,-0.14197173449244552,0.046994600148585773,0.27909935216939968,-0.0082859399835696745,-0.2010367593671725,-0.022868437551530386,-0.019556618738172871,0.10677216486056018,0.019556618738172871,-0.018944016894103893,0.033909109111830975,0.0087930511374461374,-0.051252859869945266,-0.089863362585873269,0.14124418054898766,0.23700776891242784,-0.41034344207557949,0.23292422580769462,-0.50492342055117356,-0.33245419704489709,-0.21508852548619339,0.45004656683229316,0.46388827821139034,0.210965487751237,-0.23511033024322983,-0.21643360937126815,-0.17669637285615378,0.34164129931161591,0.48351149648372599,0.44698026949819847,0.46258739823631667,0.031084828289614369,0.0080794361875202968,-0.0077481652328720832,0.14520757773484202,0.09469861940239177,0.33626395429176642,0.28172466080068981,0.37405886996735976,-0.015402203296779764,0.33291014697899074,0.48504250275701716,0.42763973794322041,0.25885938511835527,-0.08571456751225387,-0.194180544600003,-0.068940684650844561,-0.087696698500679085,0.0078696886581728978,-0.25901147833910593,0.17422040369685241,0.11360070424776379,0.43055725372661335,0.43355529124789749,0.17628850092377052,0.20608966168468254,0.44414232925632091,0.47059635487420542,0.36653200558732341,-0.12090339280737072,-0.058181818942241045,0.05888883445517476,0.06229234961069037,0.62192792803776276
ParivrttaTrikonasana_Stability-l,0.34143418211336035,0.2767527169942674,0.31024408697955624,0.21156513961523518,0.072323225007553019,0.18406929392391849,0.12099834765101637,0.12099834765101637,-0.039461780130699814,0.28262069651891031,-0.065498319263023519,0.19290153064406801,-0.097762330522043625,-0.1683482789501706,-0.20118242605928172,0.04732568773872077,0.06119402389744355,0.26620447909663997,-0.18203951466742491,0.82689174905640594,0.080361617938279603,0.38264799533951627,0.028004781132603181,0.15396920059194397,0.20764489459929888,1.0,-0.17223090575182537,0.29524222045039605,-0.1053436602930181,0.19687952616628951,-0.18632462376387227,-0.17475881436121929,-0.34853876808245354,-0.3129928285182893,-0.22139256243405847,-0.18678113925269468,-0.12431934497095631,-0.40475218076281089,-0.21354116238409304,-0.45580433929370667,-0.25818584771395953,-0.22237996833330134,-0.17599791137344467,-0.34769962244114644,-0.30665198405819333,-0.2957143268298344,-0.31356592508002584,-0.023447120552086295,-0.16671797270546521,0.18240327486584518,0.099142855003901909,-0.19163069552951567,-0.087419951122088613,0.040134737270601642,0.18638922826168078,0.089175197089460229,-0.092344188599696536,-0.089175197089460229,0.038541995261325332,0.11827953476457012,-0.010969603675969501,-0.1828863960843356,-0.18844957371900539,-0.33415804382853326,-0.21621225567858618,0.11840808577682344,-0.043910847165322314,-0.19593751215146604,-0.20269757048516648,-0.48802496510271065,-0.17794343712515481,-0.017863804682289177,-0.18878815777543947,-0.16810200317876473,-0.22586975789871694,-0.14896977109322695,-0.08757906502336639,-0.35051160250605007,-0.32660073181481392,-0.2266932374533667,0.20082518025499443,0.077540714022796997,0.016462823513810364,0.076713153131934761,-0.11057013197432125,0.19654655025428783,0.28201629502983899,0.059459137852997564,-0.10347980596233308,0.27214202646539204,-0.049724209720715486,0.22926061931715305,-0.064272496987950734,-0.3383523918455601,-0.32064155575586384,-0.27717823857921314,-0.26093062698626035,0.19621033468051424,0.19979824322521791,0.19692300722379016,0.21200701346617976,0.13613149057316887,0.26242182593198377,0.01113582044161816,0.11681984461840809,0.40449424276826257,0.37676232017323402,0.24103570322807147,-0.20348744942682026,-0.011018437614521199,-0.017016933493721256,-0.01774179696580723,0.21373245683153985
ParivrttaTrikonasana_Stability-r,-0.14955454092070916,-0.062462295631486364,0.033362336487111656,-0.018811424137781529,0.15981563269775176,0.47838728143114134,-0.22145212950880958,-0.22145212950880958,-0.13888526786105673,-0.27315972113209808,0.23530845968487263,0.019028078906149319,-0.058280074027396316,-0.22319657330463988,0.044670080201378727,-0.19522073726066652,-0.19444427604517805,-0.031504229426335538,-0.11043414251005636,-0.33181560990251513,-0.11807029955557209,-0.24740644204075452,-0.34319578529393069,-0.18040196973071781,0.0036414930525382147,-0.17223090575182537,1.0,-0.13594679966719206,-0.022314398598961872,-0.40457280173436583,0.13885211961255445,0.037024497748533794,0.21002012140411239,0.11935427439515521,0.16184312438388138,0.20862202565041038,-0.012983896473595586,0.23510586390045116,0.10163303522625571,0.045625622316167125,-0.014699572649166617,-0.0076984453764763552,0.10236365612990134,0.1527480079870229,0.099588944988778211,0.15488234915813842,0.13311085425270114,0.12826881428495238,0.065197480193567012,-0.076894659384436084,-0.045910524247904733,-0.13334588958636184,0.041888344958718723,-0.062351558379107684,0.096945286812854012,0.12536586365132915,0.027335029997135569,-0.12536586365132915,0.084568884467826261,0.090133041579311526,0.11551087400604416,0.22786456815816752,-0.21427646887360366,-0.053003387270298921,-0.005863362124798435,0.07629511064077181,-0.017812373279399198,0.00059998246023373848,0.22662959410738703,-0.62119595198232458,-0.23867248692279147,-0.15243873770449262,-0.31858564560099578,-0.19411016168990472,-0.20754873269717017,-0.28721588325378483,-0.1269026204046827,0.069760695872778736,0.038218203721895404,0.013364295323519623,-0.273755046922393,-0.073561526813277031,-0.035231456726219565,-0.14855842347055306,-0.23867437265963937,-0.18279658918708241,-0.14249197356995041,-0.13280661288587758,-0.15336213952968022,0.026625863299297566,0.083102263376087074,0.022534065366707361,-0.1525709613452535,-0.09398069614063112,-0.34914612924139948,-0.27028422099367388,-0.33537143857345864,0.29724455335365796,0.34136604265189252,0.38868049124417736,0.11421578978680365,-0.17802309517061621,-0.15260317561760101,-0.20702811934006321,0.0011318041404127376,0.024654519059839348,0.0095405146042437279,-0.045965795934364367,-0.27474735847234949,-0.15299531348634038,-0.25010240591643929,-0.20546033903945282,-0.055012076110072021
TriyakTadasana_Stability-l,-0.019499871235835957,-0.0048790217784462639,0.60415142918301301,0.20723924254259557,0.37423719810447131,-0.11229855720368645,0.53939833498353329,0.53939833498353329,0.22935895544740303,-0.22020914236081249,-0.15889771623880103,0.32360555513226569,-0.05203415091712351,-0.18954936546734141,-0.053219959288329843,-0.35390071728772005,-0.047096122061613205,0.15477367565592337,0.10884246291598722,0.14431375876278468,-0.13540723145730599,0.3658138434598302,0.81668046226721069,0.80276643633577205,0.1228035034909986,0.29524222045039605,-0.13594679966719206,1.0,-0.1440591960878351,0.19184260250614377,0.25922274864728589,0.37025278760063846,0.20036085965440831,0.12046118523259337,0.096857519711779999,0.20352316321714448,0.067848152560795655,0.058522108174635601,0.20764139269084331,0.058166430201855752,0.35754794735086465,0.23278209660708446,0.14950525321679153,0.033017378272805251,0.27291859057516504,0.18265004858360062,0.23614751586029567,-0.23206966737713414,-0.32831043979430125,0.32687245847810237,0.24532840423253671,0.083552896462937551,-0.44174560509975924,0.015405918356149738,-0.041866149619931688,-0.06868442940177806,-0.0097091533907184644,0.06868442940177806,-0.34449194588602883,-0.22069792418388254,-0.35066829447092607,0.047499668387647312,-0.17481636540235942,0.01177767011559608,0.27070228137115293,-0.45706777990550723,0.11364828281934115,-0.24630350587229016,-0.45681633149373102,-0.69333237049941054,0.027342805710369313,-0.21301398903554075,0.35485751380242719,-0.16689494775248914,-0.12575042223779356,-0.053834274775086823,0.25115117731648406,0.033957349904222785,0.079754064511277117,0.12079970814318686,0.78739336644188473,0.00072882150613881418,-0.023873841193320967,0.15720977955223953,0.2635341119894854,-0.068896374769491842,0.009782601941718358,0.0099484420911240285,0.55876607894837471,0.30168457648027863,0.077743131683356351,0.32971806732151954,-0.029152116240901912,-0.20105676127464456,-0.17948399992230415,-0.1339489907124517,-0.025822375919005686,-0.29246848844649281,-0.27039925981126356,-0.092931520597715742,0.50423210363145465,0.072667287252720744,0.026578762782619524,-0.051447669243183218,-0.060582366277039841,-0.10567387167162819,-0.038613716474816734,-0.12587612103397369,0.02442657676370245,-0.29205383558788905,-0.23712905802077808,-0.24263343910617921,0.12741503525344752
TriyakTadasana_Stability-r,-0.06696138194806249,-0.065235893651356014,-0.21404415006341407,0.1080950446295811,0.12359708655800891,-0.26109834913839158,0.08365479704615468,0.08365479704615468,0.10380897340837292,-0.079410987952140522,-0.10956901230726966,0.14479308227251828,0.027199628829953772,0.10784725159479194,-0.12471764129225535,0.31379782643308513,0.030292112926389676,0.1520302883527147,0.12752335714252094,0.11835426169195164,-0.14408603159904929,-0.029115438579397895,-0.13419051710026386,-0.26752655981568602,0.053398230163664948,-0.1053436602930181,-0.022314398598961872,-0.1440591960878351,1.0,-0.14165086835530713,0.0063676370010022311,0.16500568854319059,0.092804707610032081,0.37383348063997174,0.29978882086940006,0.26378526160623411,0.44338020021959557,0.2180547732407585,0.24989464284868826,0.052721983935840717,0.054534600955947449,0.012327695880641318,-0.084512500542822722,0.49957438347732147,0.13127809852637051,0.33272197790379232,0.24433988465276218,-0.2192470548684001,-0.17682424520300455,0.30206713835689469,0.28739032677703802,0.041456797015817018,0.15806757664952975,0.054768405715250122,-0.2797446867405895,-0.069667371796709995,0.25996423400291202,0.069667371796709995,-0.055691621822499301,-0.082499007289095191,-0.019459145719561154,0.16176216117164999,0.15239550215611508,0.23579790106875873,-0.074824381518323532,-0.045255529711460574,-0.21799735688742286,0.17821439393132238,0.26181840827085118,-0.14297173523564055,-0.0085905282596649511,0.074361985179957596,-0.0084375251124274679,-0.18790043414575633,-0.18248227487862337,-0.29357668664950703,7.2402813214873847e-05,0.17660532258069803,0.16219196200596864,0.15498182472526231,0.080304394964090808,0.076999344449348237,-0.055177371396505255,0.025261805850967718,-0.13415752407023604,0.49529354389862357,0.38395518858762528,0.43082313297897468,-0.20519662929574178,-0.089393921827793016,0.097088411139341788,-0.15261364526855303,0.21672121067049011,-0.35574135946119673,-0.26238040786714484,-0.28366182036591953,-0.071542504932551654,0.51239075352913954,0.48812954951063625,0.31821281937906304,-0.33392012295482904,0.023961260927799488,-0.072012516815146949,0.4200972153132112,0.30319570408163654,-0.095064631318812196,-0.1545619049235489,-0.20331920641228998,-0.34693839870304272,-0.15276431513787331,-0.096623997396061728,-0.20162521013789209,-0.13216495525309307
Still_Stability-l,-0.10710176168717454,-0.076437061107422752,0.045649881184028851,-0.18038806507677582,0.022009033025394979,0.028267304417822554,0.19551475283967318,0.19551475283967318,-0.079602702041486853,0.062413799636353101,-0.19484494256158194,0.41003334709023909,-0.17967911177467979,0.11673451689220374,0.12462057684434985,-0.25580270285927303,-0.18020221696248998,0.12398338572665006,-0.14620955690894574,0.017251080997198843,0.2520171582288826,0.75916283121478101,0.045301681894433669,0.30912327036756726,0.93509861725425703,0.19687952616628951,-0.40457280173436583,0.19184260250614377,-0.14165086835530713,1.0,0.65007442354211542,0.71135222494268679,0.53849279539579353,0.55663939682129526,0.65038054690707259,0.88537143904227555,0.84081150336942212,0.77539456139320406,0.41179043190118825,0.80420874129405528,0.6570186826147002,0.79963868466789378,0.75582468950742288,0.71759658775068169,0.77259007820062786,0.75913953793592459,0.77114953940760089,-0.074866370916225541,-0.038353332789473955,0.035300257622486217,-0.13224680639324138,0.37986352116540584,-0.28054899784431531,-0.35124061628697517,0.19179359485803868,-0.082902763969630949,-0.31960093901585895,0.082902763969630949,-0.088749232269771952,0.055601123482851164,-0.18676718340653722,-0.2909430186985611,0.50515813831507494,0.031471565771804641,-0.064400377265805622,-0.69491850988883841,0.3168333757530587,-0.0045014448480452905,-0.048874492301436145,0.81708286456695867,0.46550628573393787,0.20632919163656011,0.43141754360822765,0.13099288826001448,0.1136735757904207,0.31048312222133512,0.3835166611355828,-0.33081656630792361,-0.3230289199450635,-0.1182462358138574,0.35499567381397146,0.55329294531551154,0.60377475109478862,0.83219230317358872,0.74396832918852518,0.26816149389960592,0.10816221077747748,0.29456200867665583,-0.081610825956006036,0.8405931120209692,0.9491357865637019,0.90128604194512474,0.26024581023964594,-0.36757466031021546,-0.11434624162210044,-0.072489091818869519,0.3894855776026161,-0.6298766039893049,-0.33714708062147192,-0.63225052350192645,0.6847598700575549,0.79774761097717428,0.85030557031083942,0.77499404056456267,0.17801301938973446,0.25688585136745845,0.26972676325716133,0.10088709338947691,0.022808905710340693,-0.071430337000203459,-0.22862598542898141,-0.034732902518356257,-0.060370939466135379
simon_mean_2_100,-0.22158965722632135,-0.088067022445182719,0.23826919174661296,-0.090586493850087962,-0.090397490426697494,0.27033863273308567,0.010259704556933097,0.010259704556933097,0.10493161404927112,-0.23032733939498135,-0.34875410702350496,0.10160655303495353,0.21777867774026505,-0.077238784209881978,0.22429000749926731,-0.1791087864390902,0.071058072057795199,-0.099919939147801548,0.31989086862129995,-0.032275581205653298,-0.13764391697026146,0.024462745732622675,0.092177841492126614,0.14864678919715693,-0.10818614789264112,-0.18632462376387227,0.13885211961255445,0.25922274864728589,0.0063676370010022311,0.65007442354211542,1.0,0.4765218353340388,0.68024472355995935,0.3530775141315427,0.53799939188533974,0.60279010744875572,0.40850262700904544,0.7899414825494121,0.24403261875063292,0.62064162215818819,0.74847639474607963,0.72003875528074301,0.34752732540461584,0.50839337027819798,0.84378864577476675,0.5282109168621919,0.71107917330266679,-0.13483384265581561,-0.10176105493809512,-0.084328200325021779,0.04146829696711294,0.16582906076216802,-0.045407105081041975,0.20200578996763049,0.36904696792678265,-0.24519381287798619,-0.079325895994090276,0.24519381287798619,0.15961910959167683,-0.14239868495894276,0.058213945095303123,-0.10577758395108988,-0.020739816388862874,0.17366427363061568,0.49457519419053642,-0.2931629866874757,0.16173857749251466,0.33995597479524198,-0.29285333792678098,-0.0090687845644895505,0.21420228875719027,0.023809929074118257,0.26910631445924715,0.064788399462373122,0.063490991644940639,0.091437243141292673,0.27262187606379473,0.090716144941371729,0.11371039567322275,0.22781001334341136,0.24221760940163048,-0.081344662705018653,-0.027173728679971944,-0.017169766673756488,-0.008711673461624032,0.15617696620172106,0.12692384878441665,0.26440400237011324,0.41564171814981571,0.1941925235069458,0.11335242401662145,0.1708100758677315,0.03166705334768178,-0.083387706451068591,-0.063916708956747101,-0.039269969496190611,0.010493903758504071,-0.2724265462354622,-0.11203507279241696,-0.29659822049668744,0.37341824729242917,0.064473263694801275,-0.047883943292871718,0.097870116073457358,-0.066586921653967859,-0.061712376718828878,-0.063102995541614082,-0.064156763450767693,-0.040435053885650489,-0.11816828663074504,-0.18625600591918159,-0.15059163805945025,-0.14569478648995718
simon_mean_2_-50,-0.22126335618083523,0.1540415574170928,0.39295832816088078,-0.11120659447211372,0.39387834458096732,-0.21013961993003735,-0.17077348435915418,-0.17077348435915418,0.35291215163711148,-0.20029231348512494,-0.12584796488851357,0.50141681781947023,0.13984053469175864,-0.02054314519645303,0.047325489616662463,-0.10373981234237259,-0.20381446163589653,0.34788149832922988,0.0054613313430435725,-0.10707449424525312,-0.036283610218704423,0.39218676210193587,0.13855050806709757,0.12510143161306733,0.37581283059603943,-0.17475881436121929,0.037024497748533794,0.37025278760063846,0.16500568854319059,0.71135222494268679,0.4765218353340388,1.0000000000000002,0.67507517096410452,0.89800149247328531,0.44589930093416996,0.55274991403918206,0.7514669547863817,0.59304030697565457,0.89040933447431247,0.53051761238129391,0.69510357597625849,0.68375874853752261,0.49632404168007194,0.77498694382696343,0.80405221970707219,0.93246000512463223,0.90567271409198102,-0.29275729081130253,-0.26196047704760422,0.15110544459766279,0.25316123107961269,0.49117893057930972,-0.36507919634727382,0.0073978681230126818,-0.017662576670266238,-0.30522767868572431,-0.022290633482271446,0.30522767868572431,-0.28422810301975654,-0.34262836751723558,-0.3242887244935056,0.083185025727155831,0.26033381078794537,0.72004041182756773,0.40459338840137188,-0.72662214925115665,0.49420595523205862,0.40237620098509236,-0.1696141279233303,-0.076895629058509704,0.400957110447489,0.30162204437108359,0.37383218416672159,0.026530886926886814,0.048495471333698387,0.14403154365894241,0.17779682220338677,0.31311586019286392,0.31486709561928489,0.28731982595997579,0.33576815344822825,0.31604496829215067,0.28184994031860128,0.37361117322152348,0.086597975326344417,0.23576530103177878,0.26552788186797882,0.30163555494010386,0.37631260802628486,0.43277376451145433,0.49568508044196935,0.39987406998517822,0.030855792604130565,-0.16743280245857306,-0.12815679319708184,-0.085296618503138438,0.1013935981701788,-0.15546018384589147,-0.13058641173179344,-0.054504481174540723,0.38249747167092074,0.26797140675783898,0.24238906726601908,0.24184594140218968,-0.0095646681697768767,-0.068929325343617343,-0.031071127007637565,-0.04981756515364668,0.099316002464667541,-0.17076857759256842,-0.17225820752858287,-0.062055906903659842,0.2122309707546195
